NAME,YEAR,Dist,REG,VOTE,QUOTA,COUNTS,PTOTAL,PSIZE,PARTY,QSHARE,PSHARE,TOPS,LAST,CT1,Ct2,Ct3,Ct4,Ct5,Ct6,Ct7,Ct8,Ct9,Ct10,Ct11,Ct12,Ct13,Ct14,Ct15,Ct16,Ct17,Ct18,Ct19,Ct20,Ct21,Ct22,Ct23,Ct24,Ct25,Ct26,Ct27,Ct28,Ct29,Ct30,Ct31,Ct32,Xt33,Ct34,Ct35,Ct36,Ct37,,,
"Camilleri, Luigi",1921,8,3695,2791,559,2,2465,88.32,12,105.73,23.98,591,591,591,591,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Hili, Alfonso Maria",1921,8,3695,2791,559,2,2465,88.32,12,67.44,15.29,742,742,377,742,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Micallef, Giuseppe",1921,8,3695,2791,559,2,2465,88.32,12,85.87,19.47,564,564,480,564,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Mizzi, Enrico",1921,8,3695,2791,559,2,2465,88.32,12,181.93,41.26,1017,559,1017,559,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
* Non-Trans. *,1921,8,3695,2791,559,2,0,0,99,0,0,0,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Borg, George",1924,1,2479,2201,441,13,756,34.35,11,9.98,5.82,90,0,44,84,85,88,90,90,90,0,0,0,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Galea, Robert V.",1924,1,2479,2201,441,13,756,34.35,11,5.9,3.44,280,280,26,111,121,121,123,125,125,168,254,268,268,270,280,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Gera De Petri, Alfred",1924,1,2479,2201,441,13,756,34.35,11,5.22,3.04,133,0,23,97,99,99,100,100,102,133,0,0,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Strickland, Sir Gerald",1924,1,2479,2201,441,13,756,34.35,11,150.34,87.7,663,441,663,441,441,441,441,441,441,441,441,441,441,441,441,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Borg Olivier, Oliviero",1924,1,2479,2201,441,13,222,10.09,12,10.66,21.17,60,0,47,50,52,60,60,0,0,0,0,0,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Mallia, Carlo",1924,1,2479,2201,441,13,222,10.09,12,39.68,78.83,319,319,175,178,181,193,197,228,235,238,247,260,260,279,319,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Frendo Azzopardi, James",1924,1,2479,2201,441,13,199,9.04,13,11.57,25.63,56,0,51,53,55,56,0,0,0,0,0,0,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Savona, William",1924,1,2479,2201,441,13,199,9.04,13,33.56,74.37,203,0,148,150,150,151,190,190,194,196,203,0,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Adami, Giovanni",1924,1,2479,2201,441,13,954,43.34,14,42.63,19.71,249,0,188,191,193,196,197,204,213,216,217,229,249,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Buhagiar, Francesco",1924,1,2479,2201,441,13,954,43.34,14,72.34,33.44,587,441,319,321,327,331,334,345,374,378,381,399,408,587,441,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Galea, Edoardo L.",1924,1,2479,2201,441,13,954,43.34,14,13.38,6.18,68,0,59,61,62,64,65,68,0,0,0,0,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Mifsud, Ugo P.",1924,1,2479,2201,441,13,954,43.34,14,87.98,40.67,470,441,388,392,394,398,401,405,418,420,423,470,441,441,441,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Azzopardi, Francesco",1924,1,2479,2201,441,13,36,1.64,50,8.16,100,39,0,36,36,39,0,0,0,0,0,0,0,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Caruana Gatto, Federico",1924,1,2479,2201,441,13,34,1.55,50,7.71,100,36,0,34,36,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
* Non-Trans. *,1924,1,2479,2201,441,13,0,0,99,0,0,279,279,0,0,2,3,3,5,9,11,35,134,134,183,279,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Bartolo, Augusto",1924,2,3415,3033,607,9,1082,35.67,11,157.5,88.36,956,607,956,607,607,607,607,607,607,607,607,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Mompalao De Piro, George",1924,2,3415,3033,607,9,1082,35.67,11,5.6,3.14,210,0,34,163,165,166,210,0,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Montano, Antonio P.",1924,2,3415,3033,607,9,1082,35.67,11,8.57,4.81,440,440,52,152,154,154,213,396,406,422,440,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Parnis, Eric",1924,2,3415,3033,607,9,1082,35.67,11,6.59,3.7,119,0,40,116,118,119,0,0,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Formosa, Benjamino",1924,2,3415,3033,607,9,377,12.43,12,2.8,4.51,19,0,17,19,0,0,0,0,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Magri, Alberto",1924,2,3415,3033,607,9,377,12.43,12,52.22,84.09,524,524,317,323,334,361,367,370,384,427,524,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Vassallo, Giuseppe",1924,2,3415,3033,607,9,377,12.43,12,7.08,11.41,46,0,43,43,46,0,0,0,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Farrugia, Vincenzo",1924,2,3415,3033,607,9,466,15.36,13,41.02,53.43,535,535,249,258,258,259,260,263,447,492,535,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Mifsud, Armando E.",1924,2,3415,3033,607,9,466,15.36,13,35.75,46.57,232,0,217,223,228,229,229,232,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Bartolo, Amadeo",1924,2,3415,3033,607,9,1108,36.53,14,38.72,21.21,245,0,235,238,239,241,241,241,245,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Dandria, Enrico",1924,2,3415,3033,607,9,1108,36.53,14,94.73,51.9,607,607,575,585,594,601,605,607,607,607,607,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Mattei, Alfredo",1924,2,3415,3033,607,9,1108,36.53,14,3.3,1.81,23,0,20,23,0,0,0,0,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Mizzi, Albert",1924,2,3415,3033,607,9,1108,36.53,14,45.8,25.09,398,0,278,283,286,288,289,293,304,398,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
* Non-Trans. *,1924,2,3415,3033,607,9,0,0,99,0,0,320,320,0,0,4,8,12,24,33,80,320,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Agius, Arcangelo",1924,3,4039,3587,718,11,1205,33.59,11,16.99,10.12,122,0,122,122,0,0,0,0,0,0,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Bencini, Robert",1924,3,4039,3587,718,11,1205,33.59,11,39.14,23.32,543,543,281,281,328,332,394,454,471,476,485,486,543,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Henry, Charles Sydney",1924,3,4039,3587,718,11,1205,33.59,11,87.19,51.95,793,718,626,626,661,672,793,718,718,718,718,718,718,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Muscat, Joseph",1924,3,4039,3587,718,11,1205,33.59,11,24.51,14.61,209,0,176,176,187,209,0,0,0,0,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Azzopardi, Filippo",1924,3,4039,3587,718,11,209,5.83,12,25.35,87.08,212,0,182,198,209,210,212,212,0,0,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Galdes, Paolo A.",1924,3,4039,3587,718,11,209,5.83,12,3.76,12.92,27,0,27,0,0,0,0,0,0,0,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Camilleri, Giuseppe",1924,3,4039,3587,718,11,752,20.97,13,20.06,19.15,146,0,144,144,146,0,0,0,0,0,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Mifsud Ellul, Giuseppe",1924,3,4039,3587,718,11,752,20.97,13,33.98,32.45,271,0,244,244,244,262,262,264,271,0,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Zammit Hammet, Salvatore",1924,3,4039,3587,718,11,752,20.97,13,50.7,48.4,690,690,364,366,367,425,431,434,446,624,644,647,690,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Borg, Michael",1924,3,4039,3587,718,11,1421,39.62,14,35.79,18.09,323,0,257,259,264,278,286,295,321,323,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Dalli, Antonio",1924,3,4039,3587,718,11,1421,39.62,14,66.57,33.64,772,718,478,483,489,493,494,495,605,612,772,718,718,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Ellul, Fortunato",1924,3,4039,3587,718,11,1421,39.62,14,51.39,25.97,615,615,369,370,371,378,380,380,396,434,475,516,615,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Zammit, Alfredo",1924,3,4039,3587,718,11,1421,39.62,14,44.15,22.31,376,0,317,317,318,322,324,324,332,347,367,376,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
* Non-Trans. *,1924,3,4039,3587,718,11,0,0,99,0,0,303,303,0,1,3,6,11,11,27,53,126,126,303,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Gatt, Joseph E.H.",1924,4,3768,3346,670,9,855,25.55,11,6.42,5.03,161,0,43,43,99,99,161,161,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Hamilton, Robert E.",1924,4,3768,3346,670,9,855,25.55,11,115.22,90.29,772,670,772,772,670,670,670,670,670,670,670,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Pace, Joseph",1924,4,3768,3346,670,9,855,25.55,11,5.97,4.68,80,0,40,41,77,80,0,0,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Lia, Giuseppe",1924,4,3768,3346,670,9,890,26.6,12,12.54,9.44,160,0,84,146,147,160,160,0,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Mifsud Bonnici, Carmelo",1924,4,3768,3346,670,9,890,26.6,12,120.3,90.56,806,670,806,670,670,670,670,670,670,670,670,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Abela, Alberto",1924,4,3768,3346,670,9,1274,38.08,13,34.48,18.13,236,0,231,232,233,234,234,236,236,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Bencini, Giovanni",1924,4,3768,3346,670,9,1274,38.08,13,48.06,25.28,611,611,322,323,324,325,328,329,348,520,611,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Bugelli, Carmelo",1924,4,3768,3346,670,9,1274,38.08,13,66.87,35.17,763,763,448,484,486,495,500,523,530,555,763,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Dundon, Michael",1924,4,3768,3346,670,9,1274,38.08,13,40.75,21.43,339,0,273,284,287,289,292,301,321,339,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Agius Muscat, Giuseppe",1924,4,3768,3346,670,9,327,9.77,14,41.64,85.32,449,449,279,295,297,320,321,418,422,437,449,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Vella, Antonio",1924,4,3768,3346,670,9,327,9.77,14,7.16,14.68,56,0,48,56,56,0,0,0,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
* Non-Trans. *,1924,4,3768,3346,670,9,0,0,99,0,0,183,183,0,0,0,4,10,38,149,155,183,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Micallef, Joseph",1924,5,3645,3237,648,12,677,20.91,11,12.81,12.26,92,0,83,84,92,0,0,0,0,0,0,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Mizzi, Lewis F.",1924,5,3645,3237,648,12,677,20.91,11,83.33,79.76,648,648,540,548,575,639,648,648,648,648,648,648,648,648,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Price, Edward",1924,5,3645,3237,648,12,677,20.91,11,5.4,5.17,40,0,35,40,0,0,0,0,0,0,0,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Vella, Robert",1924,5,3645,3237,648,12,677,20.91,11,2.93,2.81,19,0,19,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Lanzon, Gaetano",1924,5,3645,3237,648,12,267,8.25,12,24.38,59.18,288,0,158,158,161,164,174,219,232,256,279,287,288,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Scorey, Joseph James",1924,5,3645,3237,648,12,267,8.25,12,16.82,40.82,115,0,109,109,110,110,115,0,0,0,0,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Boffa, Paolo",1924,5,3645,3237,648,12,1281,39.57,13,48.61,24.59,563,563,315,317,319,325,350,358,359,372,418,470,489,563,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Borg Grech, Paolo",1924,5,3645,3237,648,12,1281,39.57,13,41.2,20.84,346,346,267,268,270,272,275,278,280,293,302,325,337,346,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Mifsud, Arturo",1924,5,3645,3237,648,12,1281,39.57,13,33.33,16.86,261,0,216,216,218,221,225,229,230,239,261,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Savona, William",1924,5,3645,3237,648,12,1281,39.57,13,74.54,37.71,680,648,483,483,484,485,494,496,496,508,535,680,648,648,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Adami, Giovanni",1924,5,3645,3237,648,12,617,19.06,14,89.04,93.52,670,648,577,579,605,608,628,670,648,648,648,648,648,648,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Mattei, Alfredo",1924,5,3645,3237,648,12,617,19.06,14,6.17,6.48,40,0,40,40,0,0,0,0,0,0,0,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Caruana, Antonio",1924,5,3645,3237,648,12,177,5.47,50,27.32,100,217,0,177,177,178,180,184,188,188,217,0,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Ferris, Francesco",1924,5,3645,3237,648,12,118,3.65,50,18.21,100,137,0,118,118,123,123,128,132,137,0,0,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Portelli, Leone",1924,5,3645,3237,648,12,100,3.09,50,15.43,100,102,0,100,100,102,102,0,0,0,0,0,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
* Non-Trans. *,1924,5,3645,3237,648,12,0,0,99,0,0,384,384,0,0,0,8,16,19,19,56,146,179,179,384,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Bugeja, John",1924,6,3087,2741,549,10,1294,47.21,11,59.02,25.04,385,385,324,325,327,327,331,347,351,361,365,385,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
